Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
karnaka-560078,Mixed,Night,Low,No,No,Outer,Low,Unsafe
560069,Mixed,Morning,Low,No,No,Outer,Low,Unsafe
560048,Mixed,Morning,Low,No,No,Outer,Low,Unsafe
560041,Mixed,Morning,Low,No,No,Outer,Low,Unsafe
560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
560076,Residential,Night,Low,No,No,Outer,Low,Unsafe
560069,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Night,Low,No,No,Outer,Low,Unsafe
560069,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka-560070,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
karnaka-5600700,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Night,Low,No,No,Outer,Low,Unsafe
banashankari 2nd stage,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
padmanabhanagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
"banas
hankari 2nd stage",Residential,Morning,Low,No,No,Outer,Low,Unsafe
banashankari 2nd stage,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka-5600700,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
karnaka-560070,Residential,Night,Low,No,No,Outer,Low,Unsafe
karnaka-,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
yadiyuru jayanagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakapura main roadbanashankari 2nd stage b-70,Residential,Night,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakapur main road banashankari 2nd stage bengaluru 70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakpur main road bsk 2nd stage b-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
nsk 2nd stage b-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kadirenahalli under passa bridge bsk 2nd stage b-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
opp of krishna hotel bsk bmtc bus stop bsk 2nd stage b-70,Residential,Night,Low,No,No,Outer,Low,Unsafe
bsk 2nd stage b-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 3rd stage b-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
7th main kaveri nagar bsk 2nd stage b-70,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kanakapuar main road kaveri nagar bsk 2nd stage b-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
karnaka-5600702,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
karnaka-5600700.5,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka-560082towrds,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jayanagar 7th block bengaluru-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ta silk farm jayanagar7th block bengaluru70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jayanagara 7th block bengaluru-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka-560070towards,Residential,Night,Low,No,No,Outer,Low,Unsafe
b-70,Residential,Morning,Low,No,No,Outer,Low,Unsafe
thyagarajanagar,Residential,Night,Low,No,No,Outer,Low,Unsafe
thyagaraja nagar b-28,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
7th cross arekempanahalli jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near abhaya hospital jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k.m.colony jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
1st cross dayananda nagar siddapura jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
4th main 2nd cross byrasandra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
4th main 10th cross 1st block east byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
8th main 2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
k.m.colony siddapura jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no 128/1 k.m.colony siddapura jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
infront of emeergency ward nimhans hospital bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near bbmp office jayanagar 2nd block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
mountain street jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
someshwarangar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
someshwaranagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th main k.m.colony jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near ashokapillar jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
someshwaranagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near kanakanapalya jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near madhavan park jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near nimhans hospital bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near hopcoms hosur road bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
dayananda slum jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
8th main jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ingram micro building hosur raod bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near nimhans hospital bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near govinda swamy building nimhans hospital bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
neuro center nimhans hospital bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
indiragandhi children hospital jayanagar 1st block bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
near sds hospital jayanagar 1st block bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near sbi jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
10th cross byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
10th a main jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near premachandra sagar kalyana mantapa 2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near someshwara nagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
4th main byrasandra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near rajiv gandhi hopital jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near big hospital t.mariyappa road jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of nimhans hospital emergency ward nimhans campus bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near abcd park 1st block jayanagar bengaluru.0,Residential,Morning,Low,No,No,Outer,Low,Unsafe
7th cross 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd cross byrasandra 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near yellamma temple dayananda nagar 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
muslim colony 1st block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near ganesha temple dayananda slum 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near akandeshwara temple byrasnadra 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
back side of vijaya colege r.v.road 2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd cross kanakanapalya 2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
8th main 2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
byrasandra 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near lalbhagh bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
someshwaranagar 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near srinivasa sagar kalyana mantapa 2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
mountain street 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jayanagar 2nd block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
das compound jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
someshwaranagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near bbmp office jayanagar 2nd block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
3rd cross someshwarangar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near nimhans convention hall hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
someshwaranagar jayanagar1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
byrasandra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
1st main someshwaranagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
someshwaranagar jayanagar1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near palace bakery someshwaranagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near soumya nursery lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
10th c main jayanagar1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
lalbhagh siddapura jayanagar1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
2nd block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
raghavendra colony guttepalay jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
byrasandra bda layout jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
4th main 1st block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
byrasnadra main road 1st block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near rani sarala devi college 1st block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near marigowda parking place lalbhagh bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd main byrasnadra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near ayeesha tower someshwara nagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near chennamma ground byrasandra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
5th main byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
6th cross byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near hopcoms parking place hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near sds hospital parking place jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near malabar gold showroom parking jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd main someshwara nagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near govindaswamy building parking place jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near kidwai hospital parking hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near inayh masjid someshwaranagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near govt iti college parking place hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
9th main 2nd block jayanagar bengalauru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ashwini block parking place nimhans hospital bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
3rd main byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near kidwai hospital parking hosur road bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
8th cross 2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near adigas hotel 2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
byrasandra 1st block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
2nd main guttepalya jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
byransadra ayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
ingram company campus hopcoms hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near pillekamma temple jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
lalbhagg siddapura jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karmikara bhavan hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no 349 k.m.colony jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
dubble road ge parking place lalbhagh jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of manasa hospital t.mariyappa road jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
infront of lalbhagh south ge lalbhagh bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near parking place karmikara bhavan b.g.road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near brand factory hosur road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
infront of lalbhagh main ge near ticket counter lalbhagh bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near mayya hospital t.mariyappa road jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near arekempanahalli masjid 2nd cross jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near aniketh building kidwai hospital bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
9th a main jayanagar 2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st cross kanakanapalya 2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near abhaya hospital parking place jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
5th cross dayannada nagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
11th cross someshwaa nagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
byrasandra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near rani chennamma ground 1st block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
lalbhagh parking place jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
nimhans physiothrephy parking place nimhans hospital bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
someshwaranagar 1st block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
dayananda sagar memorial hall 2nd block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
koushalya bhavan parking karmika bhavan hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near south pub r.v.road 2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near la marvella hotelsouth end 2nd block jayanagar bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near chennamma ground byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near nimhans emergency parking place bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
andal temple road 2nd block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
10th cross 1st block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near nimhans emergency parking place bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near south end appartment 2nd block jayanagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near south end metro staion jayanagar 2nd block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
near manasa hospital 1st block jayanagar bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
s layout bengalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
p nagar 7th stage bengalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560061,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
rbi layout j.p nagar bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
uttarahalli bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kumarswami layout bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
muniswami naidu layout subramanyapur post bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hms layout arehalli uttarahalli bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ags layout arehalli bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chuchagta main raod bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
konannakute bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
p nagar bengalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chikkalasandra bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
uttrahalli bengalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
konannakute cross bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chikkalasandra subramanyapur post bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
subramanyapur main uttarahalli bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
narasiha temple near chuchagta main road bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
adithya nagar kotunuru dinne bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
shayaman garden chuchagta bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
gowadanpalya bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
konannakunte bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
mahendrasigh layout chuchagta main road bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
doddakasandra bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
pp layout uttarahalli bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kotanuru bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
p ngar 8th cross bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
uttrahalli bengalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
chikkasandra bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
doddakasandra kanakapur road bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jabusawari dinne bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
p nagar 8th cross bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ittamadu main road bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chuchagta bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
sm school behind near ptrol bank yalachenahalli bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
p nagra 7th cross bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
padhanabhangar bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
konannakunte bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
uttarahalli bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
